description,label
"May naririnig na humihingi ng saklolo sa loob ng saradong bahay sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Sinipa ng lalaki ang kanyang asawa habang nakahiga ito sa kwarto sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May insidente ng pagwawala ng isang ama na may dalang matigas na bagay sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Kailangan po ng pulis dahil nanganganib ang buhay ng isang ina at mga anak sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Bati-bati gid ang huringhuring kag basagan sang kagamitan sa kaingod namon diri sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Tabang! Ginasaktan naman sang kailo nga bana ang iya asawa kag anak sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May insidente sang pananakit sa isa ka bata sa sulod mismo sang ila balay sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Nakahibi kag nagapangayo sang tabang ang isa ka babae matapos ikulong sang iya partner sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May napaulat nga kaso sang pwerte nga physical abuse sa isa ka ginang sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginasalitan sang lalaki ang iya pamilya gamit ang patalim sa sulod sang balay sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May nabatiay kami nga hibi sang bata nga daw ginapalo sang wala untat sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Kinahanglan sang barangay rescue kay ginatandog-kamot ang isa ka lola sang iya anak sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Perme lang may pasa ang nawong sang ginang tungod sa panununtok sang iya bana sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May mag-asawa nga mapintas naga-away kag may pamahog sa kabuhi sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Gintangka sang lalaki nga tago-tagoan ukon sakalon ang iya live-in partner samtang naga-baisay sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May insidente sang pagpamaltrato sa isa ka timabang sa sulod sang balay sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginatingala sang drayber ang mga kagamitan sang iya asawa sa gwa samtang naga-singgit sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May nahadlok gid nga ginang nga nagdalagan sa barangay outpost kay ginpamahogan sang binangon sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginkandado sang amay ang iya mga anak sa madulom nga kwarto nga wala sang pagkaon sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May pwerte nga verbal kag emosyonal nga pang-abuso nga nagakatabo sa pamilya nga gapanlo sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginguba sang hiningok nga lalaki ang pinto sang kwarto para saktan ang naga-tago nga asawa sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May nagahibi nga teenager sa gwa sang balay matapos palayason kag saktan sang stepfather sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Nagasumamo ang isa ka iloy nga patunongon ang iya partner sa pagwawala sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May nagtawag para ireport ang sige-sige nga pagpamintas sa isa ka lapsag sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginguyod sang lalaki ang iya asawa gwa sang ila ugsaran sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May nabatiay kami nga daku nga lagubong kag hibi sang babae halin sa pihak nga dingding sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginapamahogan sang ginikanan nga saktan ang bata kon magsumbong sa iban sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May kaso sang economic abuse diin ginagutom sang lalaki ang iya pamilya sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginhaboy sang baso kag plato sang lalaki ang iya asawa samtang nagapamahaw sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May nagapangayo sang tabang online kay indi sia pagpaguwon sang iya mapintas nga partner sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginguyod sa buhok kag ginpampa-sampa sang lalaki ang iya hamtong sa sulod sang kwarto sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May nagaresponde nga tanod bangod sa mapintas nga away-pamilya sa sulod sang isa ka compound sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Gingisi sang lalaki ang mga dokumento kag kwarta sang iya asawa para indi makaalis sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May pabusong nga ginsaktan kag gintandog sang iya bana sa sahig sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Bati-bati gid ang pagmamakaawa sang isa ka lolo nga indi sia saktan sang apo sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Nagadalagan ang isa ka bata gwa sang balay samtang ginalagas sang amay nga may kapos nga sinturon sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May mag-asawa nga nagakasakitan naman sang pisikal bangod sa selos diri sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginguba sang lalaki ang cellphone sang iya partner para indi kamana tawag sang tabang sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May biktima sang domestic violence nga subong naga-tago sa balay sang kaingod sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Puwersahan nga ginkuha sang lalaki ang anak halin sa nagahibi nga iloy samtang naga-away sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May naririnig nga nagapangayo sang tabang sa sulod sang sarado nga balay sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Ginsipa sang lalaki ang iya asawa samtang nagahigda ini sa kwarto sa Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"May insidente sang pagwawala sang isa ka amay nga may dala nga matigas nga bagay sa Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Kinahanglan sang pulis kay naga-atubang sa kapahamakan ang kabuhi sang isa ka iloy kag mga anak sa Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Shouting and shattering objects can be clearly heard from our neighbor's house here in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Help! An intoxicated husband is physically assaulting his wife and child again in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"There is an ongoing incident of severe child abuse inside a residence in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A woman is crying and begging for help after being locked inside a room by her partner in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A case of severe physical domestic abuse against a housewife has been reported in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A man is threatening his family members with a knife inside their residence in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"We can hear a child crying hysterically as if being beaten repeatedly in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Barangay emergency response is needed because a son is physically laying hands on an elderly mother in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A woman constantly suffers from facial bruises due to repetitive punching by her husband in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A married couple is engaged in a violent altercation with active death threats in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A man attempted to choke his live-in partner during a heated domestic dispute in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"An incident of physical abuse against a domestic helper has been uncovered inside a home in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"An angry resident is throwing his wife's personal belongings out into the street while screaming in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A terrified woman ran to the local barangay outpost because her partner threatened her with a machete in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A father locked his children inside a dark room without food as a form of severe punishment in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Severe verbal and psychological abuse is routinely occurring within a household in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"An intoxicated man smashed down a bedroom door to attack his hiding spouse in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A teenager is weeping outside a residence after being physically assaulted and kicked out by a stepfather in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A mother is desperately pleading with her partner to stop destroying things during a violent rage in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A neighbor called to report ongoing physical mistreatment and neglect of an infant in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A man forcefully dragged his wife across the concrete courtyard of their home in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"We heard a loud thud followed by a woman's agonizing screams through our shared wall in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A parent is actively threatening to harm a child if they disclose the domestic abuse to others in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A case of severe economic abuse where a man deprives his family of financial support and food is reported in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A husband threw glasses and plates directly at his wife during a breakfast argument in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Someone is calling for assistance online because their violent partner won't let them leave the house in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A man dragged his girlfriend by her hair and slapped her repeatedly inside a locked room in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Barangay tanods are responding to a violent family dispute unfolding inside a residential compound in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A man tore up his wife's identification documents and cash to prevent her from fleeing the home in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A pregnant woman was physically assaulted and pushed heavily onto the floor by her partner in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"An elderly grandfather can be clearly heard begging his grandson to stop hurting him in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A child bolted out of the front door while being chased by an angry father wielding a heavy leather belt in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A domestic couple is engaging in mutual physical violence stemming from severe jealousy in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A man smashed his partner's mobile phone to completely cut off her ability to call for emergency help in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A domestic violence victim is currently seeking refuge inside a neighbor's house to escape an active threat in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A man forcibly wrestled a child away from a weeping mother during an escalating domestic dispute in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Muffled cries for medical and physical assistance can be heard from a heavily barricaded home in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)
"A husband kicked his wife repeatedly while she was cornered on the bedroom floor in Sitio Sampaguita.",Domestic Violence (Karahasan sa Loob ng Bahay)
"An incident involving an unhinged father threatening his household with a blunt metal object is ongoing in Sitio Rosas.",Domestic Violence (Karahasan sa Loob ng Bahay)
"Police units are urgently requested as the safety of a mother and her young children is severely compromised in Sitio Daisy.",Domestic Violence (Karahasan sa Loob ng Bahay)


"Ang ingay-ingay naman ng videoke sa kapitbahay namin dito sa Sitio Daisy, madaling araw na!",Noise Complaint (Reklamo sa Maingay)
"Tulong! May nagpapatugtog ng napakalakas na sound system sa Sitio Sampaguita, hindi kami makatulog.",Noise Complaint (Reklamo sa Maingay)
"Inirereklamo po namin ang walang tigil na tahol ng mga aso ng kapitbahay sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Isang grupo ng mga lasing ang nagkakantahan nang pasigaw sa labas ng bahay sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May nag-iinuman na naman at napakaingay magsalita sa tapat ng aming tindahan sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Paki-pagsabihan naman po ang nagka-construct sa gabi na lumilikha ng malakas na pukpok sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Ang lakas ng busina at harurot ng mga motor sa tapat ng residential area sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Kailangan po ng barangay tanod dahil may nag-aaway at sumisigaw sa kalagitnaan ng gabi sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May nagpapatakbo ng maingay na makina o generator sa likod ng aming bahay sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Sobrang ingay ng birthday party sa kabilang kalsada, abala sa mga nagpapahinga sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Masyadong malakas ang sound trip ng mga kabataan sa may covered court ng Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May nagwawala at nagbabalibag ng kung ano-ano kaya sobrang ingay dito sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Hindi po makapag-aral ang mga bata dahil sa sobrang ingay ng bilyaran sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May nag-eensayo ng banda na gumagamit ng malalakas na drum at gitara sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Grabe ang ingay ng mga naglalaro ng online games sa computer shop dito sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Paki-puntahan naman po ang nagpapatugtog ng malakas na bass malapit sa kapilya sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May nag-aaway na mag-asawa at napakaingay ng kanilang sigawan sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Masyadong maingay ang mga nagtatrabaho sa junk shop kahit oras ng tulog sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Ang ingay ng mga bata na nagtatakbuhan at sumisigaw sa corridor ng apartment sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Sobra na ang ingay ng videoke machine sa tapat ng aming bahay dito sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"May mga motorsiklong walang silencer na pabalik-balik at napakaingay sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"Hindi kami makapag-work mula sa bahay dahil sa ingay ng nagpapakabit ng bubong sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"May maingay na pagtitipon o reunion na lumalagpas na sa curfew hours sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
"Inirereklamo ko ang kapitbahay kong nagpapatugtog ng radyo nang sagad ang volume sa Sitio Rosas.",Noise Complaint (Reklamo sa Maingay)
"May nagwawalis at nagtatapon ng mga lata nang maingay tuwing madaling araw sa Sitio Daisy.",Noise Complaint (Reklamo sa Maingay)
"Napakalakas ng tunog ng telebisyon mula sa kabilang kwarto dito sa Sitio Sampaguita.",Noise Complaint (Reklamo sa Maingay)
